domain,institution,driving_model,experiment,ensemble,model,model_version,frequency,variable,search_url,status
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,wa850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa850%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,wa925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa925%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,va925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va925%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,va200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va200%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,va500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va500%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,va700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va700%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,day,CAPE,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22CAPE%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,day,tasmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22tasmax%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,day,tasmin,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22tasmin%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,huss,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22huss%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,day,tas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22tas%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,day,snc,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22snc%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,6hr,psl,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22psl%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,6hr,ps,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22ps%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,day,snd,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22snd%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,wsgsmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22wsgsmax%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,rsds,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rsds%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,rlds,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rlds%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,hfss,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22hfss%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,hfls,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22hfls%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,evspsbl,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22evspsbl%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,tas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22tas%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,clt,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clt%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,ts,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22ts%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,hus1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus1000%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,hus200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus200%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,1hr,mrros,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22mrros%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,hus500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus500%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,ta1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta1000%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,ta200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta200%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,ta500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta500%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,ta700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta700%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,3hr,ta850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta850%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,day,sfcWindmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22sfcWindmax%22%7D,published
ALP-3,CNRM,ECMWF-ERAINT,evaluation,r1i1p1,AROME41t1,fpsconv-x2yn2-v1,mon,sfcWindmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CNRM%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22AROME41t1%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22mon%22%2C%22variable%22%3A%22sfcWindmax%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,pr,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22pr%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,1hr,tas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22tas%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,day,tasmin,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22tasmin%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,fx,orog,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22fx%22%2C%22variable%22%3A%22orog%22%7D,published
ALP-3,FZJ,ECMWF-ERAINT,evaluation,r1i1p1,WRF381BB,fpsconv-x1n2-v1,day,tasmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22FZJ%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22WRF381BB%22%2C%22rcm_version%22%3A%22fpsconv-x1n2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22tasmax%22%7D,published
