domain,institution,driving_model,experiment,ensemble,model,model_version,frequency,variable,search_url,status
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ta200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta200%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,day,sfcWindmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22sfcWindmax%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ua1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua1000%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,hus200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus200%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ua500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua500%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ta1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta1000%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,hus500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus500%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ua925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua925%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,uas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22uas%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,6hr,zg200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg200%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,rsus,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rsus%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,wa500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa500%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,clivi,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clivi%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,6hr,zg925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg925%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,vas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22vas%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,va1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va1000%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,va925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va925%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ua200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua200%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,hus1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus1000%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,hus850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus850%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,day,snd,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22snd%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,mrros,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22mrros%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,wsgsmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22wsgsmax%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,6hr,ps,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22ps%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,hus925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus925%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,clt,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clt%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,hfss,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22hfss%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ta925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta925%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,day,CIN,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22CIN%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ta850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta850%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,day,CAPE,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22CAPE%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,6hr,zg500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg500%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,ta500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta500%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,6hr,zg850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg850%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,prw,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22prw%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,wa850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa850%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,3hr,wa1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa1000%22%7D,published
ALP-3,CLMcom-DWD,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM5-0-15,fpsconv-x2yn2-v1,1hr,evspsbl,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22historical%22%2C%22driving_model%22%3A%22MOHC-HadGEM2-ES%22%2C%22institute%22%3A%22CLMcom-DWD%22%2C%22domain%22%3A%22ALP-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22CCLM5-0-15%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22evspsbl%22%7D,published
