domain_id,institution_id,contact,source_id,driving_source_id,driving_variant_label,driving_experiment_id,status,estimated_completion_date,comments
SEA-25,MET-Malaysia,M. F. Ammar,WRF,MPI-ESM1-2-HR,r1i1p1f1,ssp119,running,2026-09,
SEA-25,MET-Malaysia,M. F. Ammar,WRF,MPI-ESM1-2-HR,r1i1p1f1,ssp126,running,2026-09,
SEA-25,MET-Malaysia,M. F. Ammar,WRF,MPI-ESM1-2-HR,r1i1p1f1,ssp370,running,2026-09,#CORDEX-CORE
SEA-25,MET-Malaysia,M. F. Ammar,WRF,NorESM2-MM,r2i1p1f1,historical,running,2026-09,#CORDEX-CORE
SEA-25,MET-Malaysia,M. F. Ammar,WRF,NorESM2-MM,r2i1p1f1,ssp119,running,2026-09,
SEA-25,MET-Malaysia,M. F. Ammar,WRF,NorESM2-MM,r2i1p1f1,ssp126,running,2026-09,
SEA-25,MET-Malaysia,M. F. Ammar,WRF,NorESM2-MM,r2i1p1f1,ssp370,running,2026-09,#CORDEX-CORE
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv21-SN,ERA5,,evaluation,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv21-SN,EC-Earth3-Veg,r1i1p1f1,historical,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv21-SN,EC-Earth3-Veg,r1i1p1f1,ssp126,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv21-SN,EC-Earth3-Veg,r1i1p1f1,ssp370,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv21-SN,ACCESS-CM2,r1i1p1f1,historical,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv21-SN,ACCESS-CM2,r1i1p1f1,ssp126,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv21-SN,ACCESS-CM2,r1i1p1f1,ssp370,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv17-SN,ERA5,,evaluation,completed,2026-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv17-SN,EC-Earth3-Veg,r1i1p1f1,historical,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv17-SN,EC-Earth3-Veg,r1i1p1f1,ssp126,completed,2026-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv17-SN,EC-Earth3-Veg,r1i1p1f1,ssp370,completed,2026-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv17-SN,ACCESS-CM2,r1i1p1f1,historical,completed,2025-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv17-SN,ACCESS-CM2,r1i1p1f1,ssp126,completed,2026-01,
SEA-25,UNSW-CCRC,P.-L. Nguyen,CCAM-v2307conv17-SN,ACCESS-CM2,r1i1p1f1,ssp370,completed,2026-01,
WAS-18,BCCR,S. Sobolowski / O. Gokturk,WRF461U,ERA5,,evaluation,running,2026-06,#CORDEX-CORE
WAS-18,BCCR,S. Sobolowski / O. Gokturk,WRF461U,NorESM2-MM,r1i1p1f1,historical,planned,2026-09,#CORDEX-CORE
WAS-18,BCCR,S. Sobolowski / O. Gokturk,WRF461U,NorESM2-MM,r1i1p1f1,ssp370,planned,2026-09,#CORDEX-CORE
WAS-18,CYI,G. Zittis,WRF461U,EC-Earth3-Veg,r1i1p1f1,historical,planned,2026-09,#CORDEX-CORE
WAS-18,CYI,G. Zittis,WRF461U,EC-Earth3-Veg,r1i1p1f1,ssp370,planned,2026-09,#CORDEX-CORE
WAS-18,Uni-Hamburg,S. U. Hasson,WRF461U,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-12,#CORDEX-CORE
WAS-18,Uni-Hamburg,S. U. Hasson,WRF461U,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-12,#CORDEX-CORE
WAS-12,ORNL,M. Ashfaq,RegCM5-0,ERA5,,evaluation,running,2026-06,#CORDEX-CORE
WAS-12,ORNL,M. Ashfaq,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
WAS-12,ORNL,M. Ashfaq,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
WAS-12,ORNL,M. Ashfaq,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
WAS-12,ORNL,M. Ashfaq,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
WAS-12,ORNL,M. Ashfaq,RegCM5-0,NorESM2-MM,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
WAS-12,ORNL,M. Ashfaq,RegCM5-0,NorESM2-MM,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
WAS-12,MOHC,E. Buonomo,HadREM3-GA7-05,ERA5,,evaluation,planned,2026-06,#CORDEX-CORE
WAS-12,MOHC,E. Buonomo,HadREM3-GA7-05,EC-Earth3-Veg,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
WAS-12,MOHC,E. Buonomo,HadREM3-GA7-05,EC-Earth3-Veg,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
WAS-12,MOHC,E. Buonomo,HadREM3-GA7-05,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
WAS-12,MOHC,E. Buonomo,HadREM3-GA7-05,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
WAS-12,MOHC,E. Buonomo,HadREM3-GA7-05,NorESM2-MM,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
WAS-12,MOHC,E. Buonomo,HadREM3-GA7-05,NorESM2-MM,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
WAS-25,IITM,T. P. Sabin,IITM-AGCM,ERA5,,evaluation,completed,2022-02,27 km resolution global model
WAS-25,IITM,T. P. Sabin,IITM-AGCM,IITM-ESM,r1i1p1f1,historical,running,2023-12,27 km resolution global model forced by the SST of the driving GCM
WAS-25,IITM,T. P. Sabin,IITM-AGCM,IITM-ESM,r1i1p1f1,ssp245,planned,2023-12,27 km resolution global model forced by the SST of the driving GCM
WAS-25,IITM,T. P. Sabin,IITM-AGCM,IITM-ESM,r1i1p1f1,ssp585,planned,2023-12,27 km resolution global model forced by the SST of the driving GCM
WAS-25,IITM,T. P. Sabin,IITM-AGCM,TBD,TBD,historical,planned,2023-12,27 km resolution global model forced by the SST of the driving GCM
WAS-25,IITM,T. P. Sabin,IITM-AGCM,TBD,TBD,ssp245,planned,2023-12,27 km resolution global model forced by the SST of the driving GCM
WAS-25,IITM,T. P. Sabin,IITM-AGCM,TBD,TBD,ssp585,planned,2023-12,27 km resolution global model forced by the SST of the driving GCM
WAS-25,IITM,T. P. Sabin,IITM-AGCM,TBD2,TBD,historical,planned,2023-12,27 km resolution global model forced by the SST of the driving GCM
WAS-25,IITM,T. P. Sabin,IITM-AGCM,TBD2,TBD,ssp245,planned,2023-12,27 km resolution global model forced by the SST of the driving GCM
WAS-25,IITM,T. P. Sabin,IITM-AGCM,TBD2,TBD,ssp585,planned,2023-12,27 km resolution global model forced by the SST of the driving GCM
